sgRNA	Gene	HT29-Reference	HT29-Baseline	HT29-D1	HT29-D2	HT29-80-1	HT29-80-2
sg_25914_4	RTTN	2613	1692	584	727	624	595
sg_10657_2	KHDRBS1	679	454	456	156	478	730
sg_202915_4	TMEM184A	1225	941	611	485	463	293
sg_53339_3	BTBD1	1778	1580	2508	1558	969	528
sg_4855_4	NOTCH4	561	733	627	629	262	182
sg_6633_4	SNRPD2	1164	138	20	5	46	46
sg_9542_4	NRG2	1276	850	902	516	222	209
sg_8239_1	USP9X	1379	769	707	605	703	335
sg_29922_4	NME7	1987	1636	2677	1466	837	809
sg_9025_2	RNF8	1386	1421	1156	831	600	404
sg_5683_2	PSMA2	3345	899	337	126	304	160
sg_51285_4	RASL12	2923	2249	2892	2172	1392	897
sg_1802_1	DPH2	1532	1128	366	195	266	101
sg_3298_2	HSF2	2533	2286	2520	1646	1773	606
sg_84081_2	NSRP1	1783	678	652	457	121	371
sg_2554_3	GABRA1	2586	2070	2198	1281	2558	1972
sg_10910_1	SUGT1	1775	920	352	420	214	249
sg_145264_2	SERPINA12	418	434	1073	483	304	48
sg_100534592_1	URGCP-MRPS24	2598	2159	2618	1678	584	460
sg_4861_3	NPAS1	2000	1889	2086	1236	1991	1576
sg_63827_2	BCAN	1315	1423	1040	685	685	844
sg_404672_2	GTF2H5	1523	1331	1432	1711	1633	1636
sg_9254_4	CACNA2D2	937	574	667	540	512	450
sg_100130519_1	TMEM221	1152	927	788	652	948	635
sg_6548_2	SLC9A1	1322	1352	1187	793	660	540
sg_26150_2	RIBC2	2083	2331	2362	1997	2015	953
sg_11046_4	SLC35D2	1101	724	513	579	644	1462
sg_7760_4	ZNF213	630	433	361	693	244	136
sg_10417_2	SPON2	2698	2496	2381	2239	3371	2387
sg_56109_3	PCDHGA6	454	449	383	342	269	442
sg_83540_3	NUF2	1646	190	175	24	8	2
sg_342850_3	ANKRD62	1451	1171	871	659	1001	337
sg_5550_3	PREP	893	872	1460	610	581	300
sg_56975_2	FAM20C	1389	1064	1088	1120	977	594
sg_338094_4	FAM151A	1183	991	957	784	605	696
sg_55222_2	LRRC20	3714	3169	2953	2946	3053	1843
sg_10134_4	BCAP31	2827	2393	1980	2068	1428	1120
sg_790_1	CAD	1868	1268	462	356	148	267
sg_9032_2	TM4SF5	799	462	424	207	349	208
sg_644100_2	ARL14EPL	2418	2426	2655	2431	2843	1877
sg_55027_3	HEATR3	777	600	456	504	351	284
sg_93953_2	ACRC	2814	2206	2226	2003	2061	1557
sg_10518_3	CIB2	2739	2321	3040	1788	2521	2806
sg_100130361_2	CXorf49	1320	692	876	404	393	679
sg_56852_4	RAD18	2665	2256	3278	2057	2463	3895
sg_4975_2	OMP	1710	1087	926	916	845	767
sg_7441_2	VPREB1	3050	2477	1793	2017	4280	3484
sg_869_3	CBLN1	1731	1452	1944	1433	699	760
sg_200504_2	GKN2	2011	1926	2429	1594	2444	1695
sg_27199_4	OXGR1	557	529	654	314	235	246
sg_23413_4	NCS1	1009	710	710	415	1078	613
sg_25820_3	ARIH1	1421	941	492	491	472	70
sg_23142_3	DCUN1D4	1585	1338	1899	1053	883	459
sg_11030_4	RBPMS	758	816	956	673	484	203
sg_6610_2	SMPD2	1018	894	1141	890	1052	1521
sg_5708_2	PSMD2	1743	145	0	21	33	9
sg_23291_2	FBXW11	1532	490	198	189	331	324
sg_4830_4	NME1	1721	1532	2017	1338	1531	977
sg_79364_2	ZXDC	775	656	497	560	239	211
sg_340385_2	ZNF517	1100	1059	1058	871	361	512
sg_388743_3	CAPN8	1242	677	649	934	715	935
sg_284611_1	FAM102B	1502	1289	1608	781	361	1004
sg_29925_4	GMPPB	2040	676	48	16	84	29
sg_7756_3	ZNF207	1979	901	385	378	564	979
sg_6611_2	SMS	2066	1268	1174	699	460	224
sg_337974_2	KRTAP19-7	2485	1967	2249	1726	1207	2388
sg_4914_1	NTRK1	4588	3293	3352	2903	2979	1604
sg_187_2	APLNR	1539	1036	1060	1024	1036	1281
sg_23464_3	GCAT	2701	1792	1775	1196	1358	1535
sg_65260_4	COA7	1414	1265	1636	969	1279	595
sg_5408_2	PNLIPRP2	3114	2575	2637	1948	1279	956
sg_5355_4	PLP2	2682	2037	2523	2748	1137	468
sg_50674_2	NEUROG3	1529	1262	1063	986	872	606
sg_10422_2	UBAC1	753	573	879	526	163	213
sg_134391_4	GPR151	788	635	646	656	339	340
sg_10964_4	IFI44L	1803	1551	1961	1356	890	954
sg_171484_3	FAM9C	1663	1256	729	513	1431	641
sg_79006_3	METRN	777	552	994	422	688	539
sg_284418_4	FAM71E2	879	903	898	915	251	243
sg_196472_2	FAM71C	2294	1924	2003	1682	752	676
sg_83658_3	DYNLRB1	947	464	91	157	277	111
sg_11199_3	ANXA10	846	736	1029	780	358	213
sg_635_1	BHMT	1368	1181	1341	724	642	603
sg_10363_3	HMG20A	2485	2250	2492	2279	1109	724
sg_378951_2	RBMY1J	1393	1281	1576	986	410	667
sg_51131_1	PHF11	1499	1304	1103	925	2777	3388
sg_3449_1	IFNA16	2044	1612	2212	1736	1932	1470
sg_30_1	ACAA1	582	312	667	211	901	436
sg_3169_3	FOXA1	1332	598	65	27	100	77
sg_114327_3	EFHC1	1021	694	699	712	815	1744
sg_23617_2	TSSK2	2311	1472	1442	751	2712	1324
sg_6923_3	TCEB2	1431	637	14	37	360	49
sg_1968_1	EIF2S3	1475	289	82	180	101	144
sg_83857_4	TMTC1	2988	2102	2107	2163	1896	1487
sg_10671_2	DCTN6	1116	506	88	58	57	31
sg_392255_2	GDF6	1699	1255	1450	949	670	477
sg_25925_3	ZNF521	1887	1374	1793	1454	1199	679
sg_387640_2	SKIDA1	650	447	571	618	228	638
sg_9678_4	PHF14	1313	1400	2063	2069	515	265
sg_10816_4	SPINT3	1008	1000	1400	1188	1312	637
sg_170680_1	PSORS1C2	973	927	1225	548	1742	2379
sg_5174_4	PDZK1	677	499	315	521	287	324
sg_55506_2	H2AFY2	1235	1016	1067	902	1963	1007
sg_388199_1	PRR25	2071	1443	1194	1121	533	603
sg_645191_2	LINGO3	1660	1206	1179	996	1199	1579
sg_8314_2	BAP1	1709	1003	306	162	152	250
sg_653489_2	RGPD3	2694	2513	2753	2166	1686	2201
sg_10892_1	MALT1	1235	1059	965	924	485	603
sg_10142_4	AKAP9	1756	1327	1480	1636	1175	692
sg_51699_3	VPS29	2090	1510	1146	668	755	369
sg_30834_2	ZNRD1	1817	594	433	255	111	99
sg_83895_4	KRTAP1-5	2163	1966	1722	1984	1069	1701
sg_125919_4	ZNF543	300	140	246	205	29	182
sg_22874_4	PLEKHA6	1206	942	1165	770	418	579
sg_84865_1	CCDC142	1495	1307	1956	1008	468	298
sg_8065_4	CUL5	267	251	342	191	609	254
sg_119687_2	OR51A7	925	752	878	476	190	381
sg_24142_4	NAT6	2707	2181	1603	1389	3079	3354
sg_101060301_1	HNRNPCL4	1100	582	290	130	1042	435
sg_60675_2	PROK2	562	531	373	255	122	116
sg_402573_2	C7orf61	1803	1765	1663	858	1218	1444
sg_5673_1	PSG5	2429	2658	2934	1891	2934	2232
sg_6262_4	RYR2	551	312	477	231	241	85
sg_54534_4	MRPL50	793	723	520	615	699	1265
sg_1141_4	CHRNB2	1104	861	1167	972	287	240
sg_25886_2	POC1A	1142	953	1067	419	647	478
sg_55229_2	PANK4	1466	1190	1217	932	314	447
sg_55638_4	SYBU	1388	949	1218	903	673	1168
sg_146547_3	PRSS36	1828	1215	1626	1226	900	751
sg_6433_2	SFSWAP	621	334	69	57	21	47
sg_3781_2	KCNN2	612	389	509	172	279	248
sg_4832_3	NME3	1735	1359	1436	772	1507	1194
sg_684_1	BST2	470	488	572	476	335	476
sg_4926_4	NUMA1	1047	703	625	566	585	725
sg_88745_4	RRP36	821	679	906	643	138	50
sg_2907_3	GRINA	584	663	926	558	323	303
sg_165530_2	CLEC4F	1453	1100	1633	766	579	533
sg_401993_1	OR2T5	862	809	446	454	137	78
sg_201475_1	RAB12	1807	1296	1633	1424	1714	3458
sg_6890_4	TAP1	3041	2074	2328	1904	1048	1089
sg_3420_3	IDH3B	1549	1214	987	1092	1158	495
sg_8548_1	BLZF1	1032	983	376	733	373	188
sg_81848_4	SPRY4	1606	1558	1754	868	1604	1229
sg_55268_2	ECHDC2	3969	3130	3572	3224	3611	5388
sg_653073_2	GOLGA8J	826	505	308	478	1267	949
sg_27179_2	IL36A	1933	1402	934	762	1698	1312
sg_260425_4	MAGI3	475	538	671	657	290	553
sg_55664_3	CDC37L1	1760	1764	2714	1745	1435	1873
sg_55238_3	SLC38A7	1276	1133	1760	830	474	801
sg_2039_4	DMTN	1758	1795	2432	1408	860	1209
sg_4113_2	MAGEB2	1101	755	954	1488	847	1257
sg_79696_4	ZC2HC1C	1829	1445	1129	1205	1428	980
sg_23428_3	SLC7A8	1770	1232	1356	1418	1573	1088
sg_30850_4	CDR2L	869	687	767	608	443	625
sg_388564_3	TMEM238	346	287	221	296	81	139
sg_84631_3	SLITRK2	902	1090	1068	471	300	65
sg_466_1	ATF1	1754	1600	1948	1464	2131	2329
sg_7064_3	THOP1	1630	1583	1406	1283	624	1023
sg_1284_3	COL4A2	788	672	455	740	1865	1847
sg_283694_4	OR4N4	1625	1265	578	877	1518	698
sg_114784_2	CSMD2	146	158	228	308	42	185
sg_NTC_787	Non_Targeting_Control_787	2756	2777	3952	2863	3602	2847
sg_390261_1	OR6M1	481	347	470	233	627	112
sg_27430_4	MAT2B	1187	1158	1043	1407	1435	1030
sg_2121_3	EVC	1797	1740	1697	1207	2267	3040
sg_27005_4	USP21	970	841	591	439	288	447
sg_5033_4	P4HA1	910	1078	1275	731	389	468
sg_57687_2	VAT1L	3823	3559	3975	3061	1156	604
sg_57380_1	MRS2	1858	1917	2454	2392	1247	870
sg_147920_3	IGFL2	990	972	777	526	2034	1956
sg_5698_1	PSMB9	1286	1103	1580	846	1764	544
sg_1410_4	CRYAB	1252	1142	1063	834	2069	1100
sg_7352_2	UCP3	1250	1390	895	704	355	365
sg_22858_2	ICK	1246	941	923	726	516	625
sg_79710_2	MORC4	1935	1997	1730	1216	3607	4443
sg_29105_1	CFAP20	543	236	68	23	8	0
sg_10216_1	PRG4	1765	1713	1860	1325	980	1842
sg_427_2	ASAH1	2457	2162	2098	1771	1638	1250
sg_4857_3	NOVA1	507	261	388	283	271	189
sg_5651_3	TMPRSS15	1174	1016	655	564	258	160
sg_6318_2	SERPINB4	1582	1406	1661	1102	2195	819
sg_132851_4	SPATA4	2161	1871	1424	1351	1802	1440
sg_259285_3	TAS2R39	2482	2018	1815	2482	1984	1934
sg_9142_1	TMEM257	2212	2169	2028	2021	2005	1574
sg_1081_2	CGA	1134	1268	1447	884	1167	742
sg_347404_4	LANCL3	1285	1285	1557	892	1498	1146
sg_4014_3	LOR	2819	2405	3161	1992	2172	1518
sg_121340_1	SP7	1944	1561	1513	1203	1270	699
sg_4702_4	NDUFA8	1871	1644	1238	1225	1056	985
sg_5764_3	PTN	1881	1213	768	518	761	858
sg_90338_4	ZNF160	2351	1703	1803	1445	1869	2146
sg_5255_2	PHKA1	1182	840	1075	704	1182	1285
sg_113655_3	MFSD3	1181	806	335	865	449	142
sg_2810_4	SFN	367	276	306	348	91	550
sg_401027_4	C2orf66	1354	1558	1707	842	2018	1346
sg_56252_1	YLPM1	1609	1610	1852	1352	1139	1481
sg_1525_1	CXADR	1455	1422	1797	1017	1025	1181
sg_8807_2	IL18RAP	622	358	488	256	27	112
sg_50487_1	PLA2G3	1627	1020	1235	482	1409	964
sg_64062_4	RBM26	1898	1434	993	722	217	320
sg_7365_1	UGT2B10	5309	4790	5370	4879	4383	2511
sg_399_1	RHOH	2308	2461	2253	1602	3689	2516
sg_7174_1	TPP2	1636	1396	1601	1166	1118	996
sg_114881_3	OSBPL7	1209	889	818	839	520	281
sg_4752_3	NEK3	945	987	893	861	1019	1854
sg_5862_2	RAB2A	1991	1152	622	454	216	107
sg_93134_1	ZNF561	2493	1833	2409	1723	1504	1174
sg_27304_2	MOCS3	1101	1001	110	73	100	162
sg_81544_1	GDPD5	1691	1100	1251	1447	811	563
sg_132228_4	LSMEM2	2375	1598	1506	1775	2017	2610
sg_54532_4	USP53	555	307	303	401	93	371
sg_84168_3	ANTXR1	765	649	1259	654	776	351
sg_390152_4	OR8H3	1808	1803	1782	1551	889	530
sg_127534_4	GJB4	1081	1005	1249	618	2320	1914
sg_9075_3	CLDN2	1453	1587	1153	1283	921	790
sg_26099_2	SZRD1	970	852	1131	802	272	748
sg_66036_3	MTMR9	2727	2145	2217	2211	1476	1769
sg_286257_1	C9orf142	2139	1621	1676	1137	779	331
sg_9033_4	PKD2L1	1496	1012	1529	1023	4067	4776
sg_3441_3	IFNA4	1798	2111	1754	1672	495	1498
sg_5590_3	PRKCZ	2087	1494	1399	1246	826	873
sg_2041_3	EPHA1	1947	1567	1612	1071	2323	1884
sg_4499_4	MT1M	871	697	487	597	1685	1308
sg_63928_1	CHP2	1314	1223	1426	1239	1315	1918
sg_143496_2	OR52B4	2280	2151	2394	2006	1873	786
sg_23410_2	SIRT3	1521	1155	907	707	699	426
sg_440068_1	CARD17	1356	1250	1535	1141	279	401
sg_85363_1	TRIM5	2493	2548	3140	1568	2437	2263
sg_340441_4	POTEA	1584	1784	1246	1958	1151	1212
sg_9567_1	GTPBP1	1039	732	1036	809	2813	1989
sg_10117_1	ENAM	2234	1922	1913	1341	1278	1754
sg_285126_2	DNAJC5G	630	406	747	368	2198	3203
sg_134492_1	NUDCD2	2057	1803	896	838	592	815
sg_55652_2	SLC48A1	1332	1004	1101	822	1121	947
sg_51025_1	PAM16	2820	1228	816	538	708	577
sg_10586_2	MAB21L2	1576	1510	1798	1060	1933	2274
sg_10126_1	DNAL4	1119	1013	954	608	2674	2493
sg_3912_2	LAMB1	1971	1654	1448	1271	1772	1914
sg_4637_3	MYL6	1655	1483	1806	1502	1737	1051
sg_4957_3	ODF2	525	554	527	523	1093	624
sg_7205_1	TRIP6	783	817	871	626	592	568
sg_2132_2	EXT2	1365	969	475	648	368	278
sg_56107_4	PCDHGA9	815	849	584	677	539	525
sg_1729_1	DIAPH1	2751	2186	1738	1259	407	452
sg_253982_1	ASPHD1	1681	1965	1693	1276	2389	1600
sg_10964_3	IFI44L	1436	1097	1515	1236	1800	1118
sg_3995_1	FADS3	691	752	581	540	132	172
sg_6943_3	TCF21	1374	1133	1572	861	985	423
sg_728945_2	PPIAL4F	1666	566	227	571	806	299
sg_6388_4	SDF2	969	627	936	395	1086	748
sg_5757_2	PTMA	2588	1840	798	498	398	322
sg_64061_2	TSPYL2	1857	1587	2260	1213	2601	1784
sg_3078_3	CFHR1	690	889	942	743	1004	944
sg_552889_3	ATXN7L3B	631	435	112	427	58	180
sg_162_1	AP1B1	962	627	696	620	575	444
sg_4507_4	MTAP	2490	2074	2314	1912	733	762
sg_3750_4	KCND1	1643	1186	850	714	1916	1804
sg_777_1	CACNA1E	2133	1797	2006	1376	1259	1364
sg_6650_3	CAPN15	1294	1391	1963	1102	719	641
sg_115111_2	SLC26A7	2063	1464	1545	1434	509	413
sg_331_4	XIAP	1315	1266	1010	1309	1106	1442
sg_1609_1	DGKQ	1461	1063	1315	972	539	667
sg_51755_4	CDK12	624	264	394	93	41	39
sg_127495_4	LRRC39	1956	1577	1533	1481	892	751
sg_84033_1	OBSCN	1206	996	760	848	594	503
sg_22853_3	LMTK2	1389	1308	1673	935	428	318
sg_143471_4	PSMA8	1994	1849	2312	1641	1090	1386
sg_51315_3	KRCC1	1922	1733	1936	1597	2591	2776
sg_325_3	APCS	1699	1358	2278	1243	1242	1195
sg_23556_2	PIGN	1036	969	685	456	562	375
sg_65991_4	FUNDC2	1239	755	1069	497	165	278
sg_84135_3	UTP15	771	195	3	49	4	5
sg_7494_4	XBP1	720	438	705	508	114	188
sg_100526761_4	CCDC169-SOHLH2	1012	760	1209	936	946	409
sg_100820829_2	MYZAP	1490	980	1033	1014	960	1798
sg_55759_4	WDR12	1117	390	132	38	103	37
sg_388324_4	INCA1	2502	2212	1375	1777	668	829
sg_130813_4	C2orf50	2613	2294	3176	2125	3076	2477
sg_159163_4	RBMY1F	272	348	330	223	578	278
sg_255189_3	PLA2G4F	1409	1171	1084	686	1836	1103
sg_54465_3	ETAA1	1402	1060	1078	1123	342	439
sg_4818_4	NKG7	1685	1512	1730	936	528	486
sg_8340_4	HIST1H2BL	1596	1114	937	499	310	168
sg_729438_1	GATSL2	3008	2233	2236	2327	2382	1965
sg_1464_2	CSPG4	1621	1730	1166	1468	1335	1769
sg_431707_3	LHX8	792	693	668	504	747	443
sg_5261_2	PHKG2	2711	2033	2453	1218	1508	1031
sg_7783_1	ZP2	2743	2521	2066	2276	1543	3121
sg_55687_3	TRMU	2080	1898	1589	1316	1398	1324
sg_389541_1	LAMTOR4	1127	1223	1312	874	866	500
sg_6161_1	RPL32	1989	270	73	37	20	137
sg_6549_4	SLC9A2	1207	1132	975	816	1724	1069
sg_3204_3	HOXA7	1524	1357	729	625	1690	2446
sg_1669_4	DEFA4	834	773	697	699	710	476
sg_7846_4	TUBA1A	703	226	151	220	84	43
sg_142_3	PARP1	559	459	357	265	431	353
sg_22978_1	NT5C2	846	653	732	717	1828	723
sg_150275_1	CCDC117	1021	815	482	412	371	223
sg_55629_2	PNRC2	1567	1239	978	1045	484	847
sg_9779_3	TBC1D5	778	528	342	298	503	782
sg_546_3	ATRX	2221	1650	1025	875	1974	1317
sg_3621_2	ING1	500	327	263	235	149	44
sg_686_1	BTD	3414	2761	3111	2537	2902	1603
sg_440275_1	EIF2AK4	1550	1183	788	927	916	1014
sg_161779_2	PGBD4	1429	1384	1090	1074	1063	466
sg_91582_3	RPS19BP1	1224	929	627	410	255	514
sg_152185_1	SPICE1	917	746	956	379	406	401
sg_2167_1	FABP4	2073	1867	2431	2221	5207	3414
sg_388753_4	COA6	930	844	504	164	581	211
sg_25794_3	FSCN2	1126	1076	1065	791	884	387
sg_56158_3	TEX12	2483	2280	1744	1418	1173	1045
sg_11262_3	SP140	1843	1777	2032	1531	1269	851
sg_2766_1	GMPR	2467	2382	1808	1817	3533	2123
sg_25777_1	SUN2	731	459	644	449	318	95
sg_441168_3	FAM26F	1520	1274	2097	887	708	1058
sg_3730_1	ANOS1	564	545	809	269	65	31
sg_84464_4	SLX4	598	481	340	247	121	104
sg_6878_4	TAF6	671	332	32	20	106	107
sg_54916_2	TMEM260	926	775	878	888	664	1006
sg_10594_3	PRPF8	411	25	24	7	0	0
sg_440738_1	MAP1LC3C	1126	830	1330	700	526	605
sg_338692_1	ANKRD13D	1277	786	752	700	246	213
sg_6919_4	TCEA2	1464	1300	1276	845	1277	1199
sg_80709_3	AKNA	1779	1456	871	1080	1811	2283
sg_23327_4	NEDD4L	574	737	858	719	134	138
sg_84233_4	TMEM126A	2006	2021	2005	1382	756	1095
sg_4719_3	NDUFS1	1828	1442	1351	873	2721	1671
sg_4160_3	MC4R	1033	703	505	656	872	451
sg_10952_1	SEC61B	1151	632	146	209	37	13
sg_55731_1	FAM222B	3528	2386	1716	1619	943	704
sg_59286_3	UBL5	3230	860	546	440	291	504
sg_55007_1	FAM118A	1786	1613	1676	1322	532	660
sg_400224_3	PLEKHD1	544	316	443	539	198	108
sg_381_4	ARF5	517	411	186	352	77	161
sg_50614_4	GALNT9	1954	1426	1074	1304	1040	745
sg_284443_4	ZNF493	2188	2059	1647	1496	2484	2337
sg_80199_2	FUZ	1287	1112	1585	999	2115	2605
sg_9877_4	ZC3H11A	1226	698	618	682	292	222
sg_5143_4	PDE4C	1789	1722	1312	968	1549	1227
sg_11105_2	PRDM7	1405	1222	1433	788	414	227
sg_3911_1	LAMA5	803	727	1149	847	1536	2026
sg_121278_1	TPH2	3023	2958	3732	2382	1112	1946
sg_124626_3	ZPBP2	1763	1368	1887	908	1749	1049
sg_159989_2	CCDC67	1867	1732	1796	1976	1520	1889
sg_8317_3	CDC7	921	386	402	257	425	237
sg_54989_3	ZNF770	1015	899	881	724	9992	7062
sg_10484_1	SEC23A	900	552	618	549	337	303
sg_650293_4	LOC650293	2015	1729	1737	1260	1217	943
sg_54955_1	C1orf109	1915	714	26	35	95	37
sg_346007_2	EYS	2044	2239	2643	1701	1191	1585
sg_26271_4	FBXO5	1429	1471	1722	1471	748	784
sg_80762_4	NDFIP1	3042	2219	2817	1757	1425	1151
sg_54058_2	C21orf58	639	533	604	391	261	587
sg_145581_1	LRFN5	1823	1437	1965	1557	1265	849
sg_991_2	CDC20	1175	1204	745	831	324	676
sg_56906_1	THAP10	286	179	111	104	25	12
sg_8547_3	FCN3	997	1008	1446	1057	1784	1720
sg_9342_2	SNAP29	1727	1502	1598	1064	889	835
sg_3455_4	IFNAR2	589	1033	1985	1250	1277	795
sg_4784_4	NFIX	1070	890	904	1067	1089	893
sg_441457_2	NUTM2G	2823	2508	3547	2114	2596	2401
sg_2035_2	EPB41	1363	865	761	619	710	723
sg_3589_3	IL11	866	729	628	543	1056	651
sg_10560_2	SLC19A2	1589	1502	2254	1220	526	249
sg_1622_4	DBI	891	886	680	511	155	125
sg_1447_4	CSN2	831	640	601	532	385	1237
sg_23475_1	QPRT	531	399	231	161	37	7
sg_79836_3	LONRF3	1063	844	1341	971	488	248
sg_10365_2	KLF2	398	408	401	223	401	342
sg_442186_4	OR2J3	2821	2822	2936	1793	1246	1098
sg_7145_1	TNS1	947	768	623	607	307	235
sg_247_2	ALOX15B	1576	1300	1613	1272	2854	3152
sg_151306_4	GPBAR1	579	409	570	270	533	672
sg_158401_1	C9orf84	1808	1390	2222	902	997	782
sg_221908_1	PPP1R35	2136	1443	946	1081	584	845
sg_255374_4	MBLAC1	2784	2099	1670	1335	3667	2053
sg_54878_3	DPP8	591	305	407	215	428	117
sg_83900_1	KRTAP9-3	1753	1421	654	985	1577	1363
sg_51172_3	NAGPA	1058	1115	754	709	80	749
sg_9445_4	ITM2B	1657	1603	1855	1579	1184	1042
sg_4917_4	NTN3	1343	1035	716	622	1090	1036
sg_1234_4	CCR5	1736	1552	1719	1403	1001	1271
sg_84988_4	PPP1R16A	4705	3415	3498	2811	3844	2732
sg_387129_3	NPSR1	2467	2310	2118	2478	3445	2692
sg_NTC_87	Non_Targeting_Control_87	4026	3971	4283	3068	3367	4433
sg_5788_1	PTPRC	822	898	664	865	529	1138
sg_144347_4	FAM101A	473	343	650	694	2262	2262
sg_4050_1	LTB	1715	1305	1658	1359	778	1179
sg_158833_2	AWAT1	1133	1132	1160	945	2355	1500
sg_337979_2	KRTAP22-1	1727	1570	1569	1635	535	453
sg_22913_2	RALY	1069	823	986	615	1221	581
sg_100127983_2	C8orf88	725	687	1090	673	961	1909
sg_51244_1	CCDC174	2819	2123	1815	1981	751	649
sg_440387_3	CTRB2	1128	788	328	314	154	221
sg_387849_4	REP15	526	524	506	324	257	246
sg_200014_3	CC2D1B	1284	1522	1918	1590	1359	1558
sg_50859_3	SPOCK3	2266	2142	2925	2090	3756	2123
sg_25833_2	POU2F3	915	870	832	820	311	691
sg_80342_3	TRAF3IP3	629	654	574	289	163	291
sg_55082_1	ARGLU1	812	568	166	124	129	51
sg_5108_1	PCM1	3170	2541	1807	1442	1300	2744
sg_140625_3	ACTRT2	1154	862	1003	653	1000	577
sg_119694_3	OR51F2	2017	1768	1413	1192	3962	4105
sg_219557_4	C7orf62	3115	2638	3349	2004	1886	2200
sg_55010_4	PARPBP	1928	1565	1923	1231	2298	1882
sg_146540_3	ZNF785	1133	1148	1244	1094	717	442
sg_1022_2	CDK7	1132	334	30	62	15	12
sg_8575_3	PRKRA	2672	2309	1756	1910	1292	1720
sg_23101_2	MCF2L2	1820	1642	1986	1285	438	477
sg_9360_2	PPIG	369	396	367	391	412	261
sg_7942_3	TFEB	713	498	734	693	340	140
sg_90362_1	FAM110B	1497	1185	1071	940	949	1342
sg_84172_1	POLR1B	2875	669	207	340	1396	738
sg_57282_2	SLC4A10	944	695	1151	1279	103	213
sg_6530_2	SLC6A2	2448	2245	2608	1931	1673	1759
sg_64919_3	BCL11B	1345	1155	1115	944	489	591
sg_51585_2	PCF11	2253	1240	1172	986	305	212
sg_10307_2	APBB3	3389	2757	2830	2561	2411	1758
sg_NTC_875	Non_Targeting_Control_875	3076	2673	2720	3271	12594	9775
sg_347169_2	OR1B1	1122	1056	644	801	1447	1266
sg_23632_2	CA14	855	485	484	471	126	69
sg_1407_3	CRY1	1519	1558	1930	1446	536	340
sg_2796_4	GNRH1	464	483	568	448	325	171
sg_7027_3	TFDP1	1029	526	338	113	211	81
sg_9276_1	COPB2	1573	1288	951	675	224	440
sg_5003_3	SLC22A18AS	1950	1309	1321	992	2210	1593
sg_5527_4	PPP2R5C	801	650	1139	1062	177	197
sg_7262_1	PHLDA2	1542	1517	2173	1598	2245	1867
sg_9587_3	MAD2L1BP	2529	1655	1146	1017	11882	13443
sg_92126_4	DSEL	839	542	660	573	467	425
sg_6535_2	SLC6A8	1596	886	713	530	391	625
sg_10175_1	CNIH1	3188	3155	3390	2569	4597	3901
sg_55614_4	KIF16B	2341	2146	1641	1576	1947	1427
sg_27089_3	UQCRQ	1640	1277	363	302	428	363
sg_9704_1	DHX34	1448	1391	1955	1021	811	1098
sg_23421_2	ITGB3BP	1022	957	1402	740	1079	1331
sg_64641_3	EBF2	981	839	823	1152	1263	293
sg_10904_3	BLCAP	844	1066	1104	776	567	734
sg_55215_2	FANCI	623	340	459	233	567	551
sg_127385_1	OR10J5	1659	1429	1125	1217	1406	1597
sg_5916_2	RARG	2586	2354	1000	1099	730	601
sg_7982_2	ST7	1778	1503	1446	1067	568	686
sg_27098_1	CLUL1	1487	1099	1156	1112	678	840
sg_83543_1	AIF1L	1937	1662	1787	1530	940	943
sg_11190_3	CEP250	2393	2309	1755	1655	3206	3791
sg_53841_4	CDHR5	649	480	330	438	1368	733
sg_8853_1	ASAP2	743	832	916	527	764	464
sg_3543_3	IGLL1	761	432	303	397	237	101
sg_83539_2	CHST9	969	779	724	637	1013	892
sg_401993_2	OR2T5	1805	1494	1418	930	1036	621
sg_4621_3	MYH3	1081	928	884	1077	819	950
sg_283106_2	CSNK2A3	1879	1557	1680	1678	1261	1394
sg_6150_4	MRPL23	882	709	940	525	496	1070
sg_200010_2	SLC5A9	2169	1916	2271	2194	2213	1659
sg_125061_1	AFMID	1415	1466	1334	1294	798	471
sg_26253_3	CLEC4E	1822	1515	1493	1265	733	462
sg_139105_3	BEND2	1608	1361	1467	955	861	720
sg_4049_1	LTA	1145	741	944	486	301	314
sg_3608_2	ILF2	2663	1702	543	513	472	656
sg_84865_2	CCDC142	892	635	478	570	183	132
sg_84456_4	L3MBTL3	1117	932	1183	738	1223	1284
sg_3266_3	ERAS	409	306	160	183	521	325
sg_23650_3	TRIM29	543	345	292	218	333	217
sg_54940_2	OCIAD1	1718	1316	1015	997	1419	1243
sg_54726_2	OTUD4	1890	1902	2506	1747	1792	1249
sg_10490_4	VTI1B	2542	2010	1654	1658	820	1071
sg_9343_3	EFTUD2	1256	314	154	210	62	4
sg_80031_4	SEMA6D	1537	1361	1498	965	2204	953
sg_148281_3	SYT6	491	433	345	252	97	54
sg_36_2	ACADSB	1256	972	1230	1051	204	185
sg_23136_1	EPB41L3	2325	2492	2275	1397	1358	904
sg_388963_3	C2orf81	939	597	929	467	88	41
sg_162394_3	SLFN5	1155	960	550	449	424	506
sg_22894_4	DIS3	1540	327	57	20	19	4
sg_23558_4	WBP2	1197	1133	521	750	460	748
sg_29958_1	DMGDH	1519	1087	990	732	1749	1096
sg_3674_3	ITGA2B	1414	1168	988	1245	1139	1106
sg_4485_1	MST1	2257	1899	1907	1962	2134	1390
sg_5565_2	PRKAB2	2278	1967	1947	1708	2222	1600
