Gene	sgRNA	D18_DMSO|beta	D18_DMSO|z	D18_DMSO|p-value	D18_DMSO|fdr	D18_DMSO|wald-p-value	D18_DMSO|wald-fdr	D18_CompB|beta	D18_CompB|z	D18_CompB|p-value	D18_CompB|fdr	D18_CompB|wald-p-value	D18_CompB|wald-fdr
GPX4	6	-0.94739	-3.6706	0.0015514	0.22517	0.00024202	0.01901	-1.2089	-4.6744	0.00045631	0.16129	2.948e-06	0.0014357
GPX5	6	0.22972	1.4411	0.16103	0.76094	0.14955	0.38016	0.19014	1.2	0.24896	0.83211	0.23016	0.48294
GPX6	6	0.14256	1.6431	0.36947	0.85631	0.10036	0.31701	0.093307	1.0789	0.54917	0.94429	0.28063	0.53022
GPX7	6	-0.086975	-0.65304	0.68624	0.94895	0.51373	0.71166	-0.08502	-0.64387	0.68893	0.97056	0.51966	0.72898
GPX8	6	-0.42871	-2.0989	0.046361	0.53024	0.035821	0.2124	-0.29188	-1.4447	0.1561	0.74629	0.14854	0.39453
GRAMD1A	6	0.20172	1.1335	0.2146	0.81106	0.257	0.49834	0.19188	1.0829	0.2449	0.83016	0.27884	0.52843
GRAMD1B	6	-0.023252	-0.23316	0.95674	0.9947	0.81563	0.90532	-0.088364	-0.89052	0.67593	0.9683	0.37319	0.61427
GRAMD1C	6	-0.18926	-1.9025	0.34721	0.84668	0.057107	0.24467	-0.30448	-3.0759	0.14004	0.72594	0.0020984	0.054453
GRAMD2	6	0.18896	1.1397	0.24257	0.81145	0.2544	0.49646	0.32206	1.9667	0.055807	0.57907	0.049213	0.23754
GRAMD3	6	-0.046141	-0.42406	0.85462	0.98093	0.67152	0.82128	-0.079899	-0.7413	0.70997	0.97308	0.45851	0.68424
GRAMD4	6	0.079329	0.6907	0.59571	0.92128	0.48976	0.69424	-0.013985	-0.12232	0.99138	0.99848	0.90265	0.95222
GRAP	6	0.31029	1.6259	0.062104	0.58262	0.10397	0.32128	0.2812	1.4846	0.093041	0.66176	0.13764	0.38129
GRAP2	6	-0.066765	-0.69445	0.76988	0.97084	0.4874	0.69233	-0.05571	-0.58333	0.80958	0.97374	0.55967	0.75795
GRAPL	6	-0.0044256	-0.034055	0.95756	0.9947	0.97283	0.98711	-0.1124	-0.86827	0.58585	0.95264	0.38524	0.62523
GRASP	6	0.15625	1.2075	0.32841	0.83961	0.22726	0.46878	0.046988	0.36464	0.73908	0.97308	0.71538	0.85026
GRB10	6	0.33735	1.7726	0.044444	0.52322	0.07629	0.27797	0.31628	1.6676	0.060689	0.58544	0.095399	0.3226
GRB14	6	-0.028076	-0.28351	0.93488	0.98957	0.77679	0.88351	0.051694	0.52657	0.71736	0.97308	0.59849	0.78546
GRB2	6	-0.12578	-1.4122	0.53749	0.9033	0.15788	0.39062	-0.01177	-0.13344	0.99849	0.99982	0.89384	0.94814
GRB7	6	0.26652	2.0072	0.10696	0.67785	0.044724	0.22624	0.22877	1.7308	0.16678	0.7606	0.083484	0.30306
GREB1	6	0.094368	0.75859	0.53826	0.90346	0.4481	0.66368	0.16448	1.3393	0.31107	0.86227	0.18049	0.43041
GREB1L	6	-0.064771	-0.60074	0.77791	0.97226	0.54801	0.73661	0.096068	0.89949	0.53854	0.94089	0.36839	0.61014
GREM1	6	-0.043406	-0.40873	0.86772	0.98223	0.68274	0.82888	0.0047837	0.045424	0.92425	0.98725	0.96377	0.98316
GREM2	6	0.18762	2.0804	0.24586	0.81145	0.037486	0.21636	0.13737	1.53	0.39548	0.89824	0.12601	0.36683
GRHL1	6	0.19832	1.85	0.22136	0.81145	0.064312	0.25813	0.17112	1.6047	0.29455	0.85508	0.10856	0.34202
GRHL2	6	0.085645	0.89141	0.57029	0.91173	0.37271	0.59983	0.12294	1.2913	0.44043	0.91448	0.1966	0.44716
GRHL3	6	0.098866	1.587	0.52101	0.89987	0.1125	0.32918	0.018296	0.29489	0.86274	0.97741	0.76807	0.87751
GRHPR	6	0.13239	1.2791	0.40265	0.86392	0.20086	0.44016	0.085855	0.83415	0.57928	0.95258	0.40419	0.64071
GRIA1	6	0.043674	0.33682	0.74483	0.96307	0.73625	0.86093	0.13104	1.0247	0.41725	0.90947	0.3055	0.55434
GRIA2	6	-0.056359	-0.60682	0.81269	0.97746	0.54397	0.7337	-0.065292	-0.7075	0.76943	0.97308	0.47925	0.69947
GRIA3	6	0.026116	0.28905	0.82149	0.97779	0.77255	0.88106	0.06363	0.70801	0.66904	0.96712	0.47894	0.69931
GRIA4	6	-0.20417	-2.211	0.31034	0.82587	0.027038	0.1919	-0.17465	-1.9051	0.38608	0.89223	0.056771	0.2538
GRID1	6	0.0036714	0.028951	0.91828	0.98746	0.9769	0.98941	0.024553	0.19475	0.83322	0.97374	0.84559	0.92215
GRID2	6	0.21935	1.5176	0.17997	0.78441	0.12913	0.35239	0.14383	0.99923	0.37586	0.88906	0.31768	0.56505
GRID2IP	6	-0.038619	-0.53253	0.88706	0.98435	0.59436	0.7706	-0.14195	-1.9662	0.48291	0.92866	0.049278	0.23765
GRIK1	6	-0.18083	-1.3352	0.37121	0.85631	0.1818	0.41926	-0.27914	-2.0726	0.17331	0.77179	0.038214	0.21239
GRIK2	6	-0.12956	-1.427	0.5232	0.90064	0.15358	0.38583	-0.21238	-2.3523	0.29395	0.85461	0.018659	0.1539
GRIK3	6	-0.053205	-0.5339	0.8261	0.97886	0.59341	0.76991	-0.024883	-0.25218	0.94264	0.98951	0.8009	0.89595
GRIK4	6	-0.088671	-0.8766	0.6788	0.94691	0.38071	0.60665	-0.18584	-1.8463	0.35519	0.87955	0.064846	0.27021
GRIK5	6	0.0045981	0.061594	0.91367	0.98746	0.95089	0.97618	0.11403	1.5404	0.47169	0.92453	0.12346	0.36288
GRIN1	6	-0.097665	-0.85158	0.64458	0.93599	0.39445	0.61842	-0.021456	-0.18921	0.95848	0.99198	0.84993	0.92396
GRIN2A	6	-0.17242	-1.3667	0.39493	0.86054	0.17173	0.40729	-0.081977	-0.65539	0.7013	0.97308	0.51221	0.72369
GRIN2B	6	0.017139	0.21976	0.85804	0.98147	0.82606	0.91121	0.11237	1.4493	0.47876	0.928	0.14726	0.3928
GRIN2C	6	0.059135	0.67173	0.68086	0.94691	0.50176	0.70257	0.017161	0.19595	0.86822	0.97752	0.84465	0.9217
GRIN2D	6	0.071441	0.50814	0.6282	0.92826	0.61136	0.78101	0.13138	0.94077	0.41656	0.90947	0.34682	0.59149
GRIN3A	6	0.021886	0.20014	0.83952	0.9796	0.84137	0.92013	0.062967	0.57913	0.67191	0.96763	0.5625	0.75982
GRIN3B	6	0.059725	0.84992	0.67862	0.94691	0.39537	0.61924	-0.064505	-0.92168	0.7728	0.97308	0.3567	0.60011
GRINA	6	-0.065206	-0.78776	0.776	0.97226	0.43084	0.65037	-0.081449	-0.99027	0.70358	0.97308	0.32204	0.56902
GRIP1	6	-0.054971	-0.54767	0.81848	0.97749	0.58392	0.76261	-0.032952	-0.33125	0.90609	0.98373	0.74045	0.86607
GRIPAP1	6	-0.19005	-2.5534	0.34501	0.84616	0.010669	0.13039	-0.14203	-1.9245	0.48277	0.92866	0.054292	0.24881
GRK1	6	-0.27575	-1.3736	0.17801	0.78248	0.16958	0.40456	-0.27792	-1.3916	0.17513	0.77301	0.16406	0.41142
GRK4	6	-0.30485	-1.8739	0.13977	0.72995	0.060949	0.25278	-0.14444	-0.89778	0.47529	0.92611	0.3693	0.61077
GRK5	6	-0.22613	-2.6057	0.26384	0.81145	0.009169	0.12349	-0.18706	-2.1709	0.35222	0.87889	0.029937	0.19083
GRK6	6	-0.010454	-0.11922	0.98398	0.99682	0.9051	0.95481	0.030328	0.3489	0.80849	0.97374	0.72717	0.85787
GRK7	6	-0.14706	-2.0395	0.46886	0.88818	0.041402	0.22624	-0.14988	-2.0951	0.45791	0.9215	0.036161	0.20752
GRM1	6	0.055144	0.52636	0.69669	0.95342	0.59864	0.77293	-0.021793	-0.20882	0.95674	0.99198	0.83459	0.91601
GRM2	6	-0.066363	-0.9487	0.77162	0.97128	0.34277	0.57615	-0.13844	-1.9882	0.49541	0.93231	0.046787	0.23183
GRM3	6	0.15031	1.5938	0.34684	0.84668	0.11098	0.32695	0.17197	1.8342	0.29249	0.85423	0.066628	0.27392
GRM4	6	0.077792	1.0132	0.60228	0.92236	0.31097	0.54884	0.11362	1.4885	0.4731	0.92497	0.13663	0.37976
GRM5	6	0.13182	1.1796	0.40433	0.86423	0.23815	0.48047	0.061789	0.55574	0.67598	0.9683	0.57839	0.77104
GRM6	6	-0.010277	-0.10504	0.98316	0.99682	0.91634	0.95974	0.093137	0.95932	0.54976	0.9445	0.3374	0.58211
GRM7	6	0.070598	0.6837	0.63203	0.93091	0.49417	0.69677	0.0017571	0.017087	0.93648	0.98832	0.98637	0.99339
GRM8	6	0.024128	0.19751	0.8303	0.97908	0.84343	0.92112	0.082636	0.68111	0.5927	0.95312	0.4958	0.71162
GRN	6	0.11415	1.1186	0.46516	0.8861	0.2633	0.5048	0.13493	1.3299	0.40388	0.90279	0.18355	0.43392
GRP	6	-0.0053791	-0.052241	0.96162	0.99493	0.95834	0.98006	-0.040296	-0.39353	0.87502	0.97754	0.69393	0.84055
GRPEL1	6	-0.68593	-3.1647	0.0054757	0.25949	0.0015522	0.052413	-0.82518	-3.8254	0.0028291	0.248	0.00013057	0.011972
GRPEL2	6	-0.2154	-2.3065	0.2877	0.81389	0.021081	0.1731	-0.16827	-1.812	0.40319	0.90205	0.069978	0.27959
GRPR	6	0.13752	1.6309	0.38649	0.85631	0.1029	0.31988	0.15916	1.897	0.32658	0.86694	0.057833	0.2563
GRSF1	6	0.13295	0.8893	0.40082	0.86322	0.37384	0.60091	0.14348	0.96557	0.37682	0.88906	0.33426	0.57981
GRTP1	6	0.34019	2.3519	0.042939	0.52018	0.01868	0.16429	0.3846	2.6759	0.024139	0.44454	0.0074532	0.10204
GRWD1	6	-0.47126	-3.2705	0.031759	0.47283	0.0010734	0.042461	-0.53494	-3.735	0.020123	0.41761	0.00018773	0.015181
GRXCR1	6	0.16607	1.5548	0.29938	0.82122	0.12	0.34037	0.1811	1.7113	0.27041	0.84693	0.087024	0.3097
GRXCR2	6	0.051075	0.34828	0.71294	0.95683	0.72763	0.85618	0.12517	0.85962	0.43431	0.91266	0.39	0.62891
GSAP	6	-0.25004	-1.0809	0.21802	0.81106	0.27974	0.52095	-0.42264	-1.8313	0.05138	0.56328	0.067057	0.27491
GSC	6	0.13233	1.4404	0.40278	0.86392	0.14976	0.38041	0.07794	0.85165	0.61104	0.95675	0.39441	0.63298
GSC2	6	0.026773	0.18098	0.81907	0.97749	0.85638	0.92913	-0.087306	-0.59232	0.67976	0.96883	0.55364	0.75354
GSDMA	6	0.040553	0.73734	0.75916	0.96684	0.46092	0.67389	0.065374	1.1936	0.66224	0.96631	0.23263	0.4854
GSDMB	6	-0.10419	-0.72596	0.6188	0.92581	0.46786	0.67887	-0.12311	-0.86396	0.54752	0.94334	0.38761	0.62689
GSDMC	6	-0.066429	-0.77816	0.7713	0.97116	0.43648	0.65504	-0.074339	-0.87806	0.73233	0.97308	0.37991	0.62064
GSDMD	6	-0.18157	-1.3656	0.36883	0.85631	0.17208	0.40755	-0.23019	-1.7425	0.25635	0.83726	0.081421	0.29913
GSE1	6	-0.017109	-0.22508	0.98458	0.99682	0.82192	0.90908	-0.11268	-1.4889	0.58499	0.95264	0.13653	0.37968
GSG1	6	-0.073626	-0.59044	0.7405	0.96237	0.5549	0.74095	-0.065073	-0.52557	0.77011	0.97308	0.59919	0.78611
GSG1L	6	0.34577	2.3167	0.040246	0.5113	0.020519	0.17143	0.45272	3.0477	0.0083961	0.30328	0.002306	0.057398
GSG2	6	-0.12465	-1.4634	0.54068	0.90437	0.14335	0.37196	-0.12764	-1.5091	0.53265	0.94029	0.13127	0.37298
GSK3A	6	-0.21808	-3.0987	0.28159	0.81145	0.0019434	0.058262	-0.13384	-1.9111	0.51189	0.93799	0.055992	0.25224
GSK3B	6	-0.29509	-1.5381	0.15099	0.74668	0.12401	0.34594	-0.18747	-0.99033	0.35104	0.87789	0.32201	0.56902
GSKIP	6	0.19709	1.6777	0.224	0.81145	0.093409	0.30608	0.16956	1.4523	0.29843	0.85636	0.14642	0.39208
GSN	6	0.0025866	0.022279	0.92357	0.98783	0.98223	0.99168	-0.015294	-0.1326	0.98631	0.99728	0.89451	0.94848
GSPT1	4	-0.77337	-2.3857	0.010586	0.31258	0.017046	0.15829	-0.4206	-1.3119	0.10459	0.68438	0.18956	0.44026
GSPT2	6	0.10795	0.92393	0.48834	0.8934	0.35552	0.58614	0.1205	1.0394	0.44883	0.91685	0.29861	0.54836
GSR	6	-0.13028	-1.028	0.52051	0.89987	0.30393	0.54257	0.0089373	0.07143	0.90436	0.98373	0.94306	0.97358
GSS	6	0.17279	1.1283	0.28104	0.81145	0.2592	0.50048	0.21668	1.4307	0.18992	0.7893	0.15251	0.39869
GSTA1	6	-0.0029495	-0.014073	0.95035	0.99346	0.98877	0.99472	0.0703	0.34126	0.64061	0.96166	0.73291	0.86131
GSTA2	6	-0.13912	-0.90201	0.49309	0.89371	0.36705	0.59549	-0.15665	-1.0195	0.43778	0.91421	0.30799	0.55671
GSTA3	6	-0.051947	-0.20296	0.83085	0.97908	0.83916	0.91887	-0.065248	-0.25816	0.76956	0.97308	0.79629	0.89371
GSTA4	6	0.047175	0.30074	0.72964	0.96071	0.76362	0.87607	-0.02834	-0.18171	0.92763	0.98725	0.85581	0.92751
GSTA5	6	0.10784	0.93716	0.48875	0.8934	0.34868	0.58078	0.10939	0.95745	0.48985	0.93016	0.33834	0.58304
GSTCD	6	0.24538	1.8885	0.13525	0.72363	0.058959	0.24856	0.33822	2.6201	0.045311	0.54273	0.0087891	0.11024
GSTK1	6	0.040273	0.28424	0.76016	0.9672	0.77623	0.88342	0.11548	0.82229	0.46717	0.92437	0.41091	0.64626
GSTM1	6	0.2955	2.1601	0.074652	0.61257	0.030765	0.2009	0.26156	1.922	0.11636	0.69806	0.054604	0.24904
GSTM2	6	0.13894	0.88234	0.38188	0.85631	0.37759	0.604	0.10923	0.69802	0.49062	0.93108	0.48516	0.70371
GSTM3	6	-0.0076549	-0.053201	0.97162	0.99584	0.95757	0.9797	0.13928	0.97611	0.38955	0.89528	0.32901	0.57567
GSTM4	6	-0.34152	-2.2805	0.10176	0.66657	0.022576	0.17795	-0.084727	-0.57281	0.69003	0.97074	0.56678	0.76292
GSTM5	6	0.094161	0.61432	0.5389	0.90367	0.539	0.73	0.022986	0.1509	0.84098	0.97459	0.88006	0.94054
GSTO1	6	-0.096088	-0.86385	0.6507	0.93856	0.38767	0.61284	-0.11146	-1.0088	0.58873	0.95264	0.31305	0.5616
GSTO2	6	-0.02992	-0.2721	0.92612	0.98802	0.78555	0.88801	-0.12869	-1.1761	0.52877	0.94029	0.23953	0.4923
GSTP1	6	0.1725	1.7251	0.28186	0.81145	0.084501	0.29136	0.17834	1.7933	0.27702	0.84938	0.072925	0.28536
GSTT1	6	0.41906	2.3406	0.013826	0.34668	0.019254	0.16658	0.47768	2.6792	0.0058407	0.28632	0.0073791	0.10145
GSTT2	6	-0.23538	-1.2746	0.24527	0.81145	0.20245	0.44205	-0.198	-1.0855	0.32612	0.86693	0.2777	0.52759
GSTT2B	6	-0.17113	-1.0667	0.39913	0.86249	0.28609	0.52651	-0.12103	-0.76387	0.55382	0.9449	0.44495	0.67332
GSTZ1	6	0.063465	0.5192	0.66242	0.94266	0.60362	0.77613	-0.019257	-0.15833	0.96897	0.99373	0.8742	0.93762
GSX1	6	-0.056559	-0.49859	0.81177	0.97746	0.61807	0.78576	-0.052632	-0.46775	0.82236	0.97374	0.63997	0.8155
GSX2	6	0.1341	1.1681	0.39713	0.86118	0.24275	0.48508	0.01722	0.15079	0.86776	0.97752	0.88014	0.94057
GTDC1	6	0.049323	0.38518	0.71983	0.95816	0.70011	0.83898	0.022924	0.18015	0.84116	0.97459	0.85704	0.92838
GTDC2	6	0.015807	0.11244	0.86439	0.98191	0.91047	0.95723	0.035234	0.25261	0.7869	0.97308	0.80057	0.89581
GTF2A1	6	-0.14089	-1.0144	0.48693	0.89298	0.3104	0.54845	-0.18779	-1.358	0.35017	0.87769	0.17446	0.42298
GTF2A1L	6	0.090441	0.86201	0.55154	0.90614	0.38868	0.6137	0.13219	1.2679	0.41351	0.90856	0.20483	0.45647
GTF2A2	6	-0.52155	-3.553	0.020945	0.41055	0.00038081	0.023708	-0.36692	-2.5282	0.083231	0.63856	0.011465	0.12328
GTF2B	6	-0.35111	-1.6196	0.092631	0.64836	0.10531	0.32334	-0.30252	-1.4177	0.14278	0.7309	0.15629	0.40305
GTF2E1	6	-0.062369	-0.4285	0.78681	0.9727	0.66828	0.81888	-0.074491	-0.51512	0.73155	0.97308	0.60647	0.79155
GTF2E2	6	-0.20995	-1.0437	0.29884	0.82122	0.2966	0.53596	0.051721	0.26073	0.71709	0.97308	0.7943	0.89283
GTF2F1	6	-0.11288	-0.79686	0.5848	0.91727	0.42553	0.64537	-0.22786	-1.6149	0.26101	0.83969	0.10634	0.33818
GTF2F2	6	-0.3732	-1.9158	0.077207	0.61889	0.055386	0.24083	-0.4734	-2.4511	0.033904	0.49766	0.014241	0.13676
GTF2H1	6	-0.044425	-0.26579	0.86324	0.98191	0.7904	0.89035	-0.13204	-0.79407	0.51777	0.9392	0.42715	0.6592
GTF2H2	6	-0.305	-1.4161	0.13954	0.72983	0.15673	0.38921	-0.3744	-1.7499	0.078439	0.63063	0.08013	0.29658
GTF2H2C	6	0.1732	1.9761	0.28022	0.81145	0.048138	0.22624	0.033426	0.38571	0.79512	0.97308	0.69971	0.84055
GTF2H2D	6	0.16515	0.57085	0.30176	0.8222	0.5681	0.75081	0.2522	0.88108	0.12818	0.7115	0.37828	0.61911
GTF2H3	6	-0.39483	-2.6969	0.063609	0.58705	0.006999	0.10901	-0.37475	-2.5783	0.07812	0.63015	0.0099295	0.11624
GTF2H4	6	0.20886	1.9465	0.19982	0.79691	0.051596	0.2329	0.22684	2.1312	0.16993	0.76578	0.033076	0.20035
GTF2H5	6	-0.22692	-1.7257	0.26197	0.81145	0.084398	0.29131	-0.46242	-3.521	0.037235	0.51587	0.00042988	0.023732
GTF2I	6	0.2178	1.3413	0.18312	0.78528	0.17982	0.41664	0.14258	0.88202	0.37951	0.89002	0.37777	0.61874
GTF2IRD1	6	-0.037086	-0.45072	0.89409	0.98596	0.65219	0.80809	0.084858	1.0411	0.58407	0.95264	0.29782	0.54777
GTF2IRD2	6	-0.81125	-2.2656	0.0027379	0.24138	0.023477	0.18047	-1.1267	-3.1596	0.00063883	0.17204	0.0015797	0.046846
GTF2IRD2B	6	0.11454	0.71425	0.46388	0.88588	0.47508	0.68369	0.18714	1.1802	0.25631	0.83726	0.23793	0.49093
GTF3A	6	-0.33874	-2.9203	0.10399	0.6697	0.0034972	0.079257	-0.30736	-2.6692	0.13625	0.71931	0.0076024	0.10278
GTF3C1	6	-0.33086	-1.7422	0.1112	0.68532	0.081465	0.28679	-0.40745	-2.1599	0.058499	0.58544	0.030783	0.19378
GTF3C2	6	-0.20178	-1.4059	0.31622	0.83103	0.15974	0.39291	-0.31933	-2.2378	0.1227	0.70521	0.025236	0.17774
GTF3C3	6	-0.34185	-2.8922	0.10148	0.66657	0.0038251	0.081932	-0.36106	-3.0768	0.088569	0.65425	0.0020925	0.054422
GTF3C4	6	-0.58013	-3.2889	0.012822	0.33492	0.0010058	0.041279	-0.44982	-2.5758	0.040292	0.52367	0.010001	0.11686
GTF3C5	6	-0.22381	-1.6581	0.26877	0.81145	0.097297	0.31206	-0.32062	-2.3861	0.12147	0.70332	0.01703	0.14799
GTF3C6	6	-0.39284	-3.3087	0.064705	0.58936	0.00093739	0.039358	-0.3709	-3.1503	0.080356	0.63482	0.0016308	0.047778
GTPBP1	6	0.16543	1.4019	0.30103	0.82171	0.16095	0.39451	0.15659	1.334	0.33493	0.87039	0.18219	0.43244
GTPBP10	6	-0.35024	-2.3948	0.09368	0.65051	0.016628	0.15682	-0.33087	-2.2807	0.11207	0.69419	0.022566	0.16867
GTPBP2	6	0.18437	1.8116	0.25266	0.81145	0.070041	0.26835	0.16278	1.6086	0.3164	0.86342	0.10771	0.34094
GTPBP3	6	-0.2795	-2.055	0.17326	0.77664	0.039875	0.22247	-0.17248	-1.2825	0.39174	0.89651	0.19967	0.45117
GTPBP4	6	-0.63064	-2.8485	0.0083048	0.29683	0.0043931	0.088866	-0.73661	-3.3476	0.0047	0.27487	0.00081528	0.032843
GTPBP5	6	0.1732	1.9761	0.28022	0.81145	0.048138	0.22624	0.033426	0.38571	0.79512	0.97308	0.69971	0.84055
GTPBP6_X	6	0.1732	1.9761	0.28022	0.81145	0.048138	0.22624	0.033426	0.38571	0.79512	0.97308	0.69971	0.84055
GTPBP6_Y	6	0.1732	1.9761	0.28022	0.81145	0.048138	0.22624	0.033426	0.38571	0.79512	0.97308	0.69971	0.84055
GTPBP8	6	-0.41777	-2.8096	0.051563	0.54872	0.0049603	0.093933	-0.32277	-2.193	0.11923	0.70185	0.028309	0.18613
GTSE1	6	-0.33632	-2.0558	0.10627	0.67615	0.039805	0.22223	-0.20752	-1.2781	0.30491	0.86064	0.20122	0.45248
GTSF1	6	-0.16494	-1.7766	0.41611	0.87297	0.075633	0.27734	-0.049733	-0.54238	0.83482	0.97374	0.58756	0.77755
GTSF1L	6	0.068481	0.54956	0.6412	0.93489	0.58262	0.76146	0.17915	1.4479	0.27497	0.84911	0.14765	0.39331
GUCA1A	6	0.12589	0.82422	0.42501	0.87521	0.40981	0.63099	0.24398	1.6149	0.14091	0.72751	0.10633	0.33818
GUCA1B	6	0.23508	1.711	0.15204	0.7471	0.087076	0.29668	0.20628	1.5105	0.21127	0.80312	0.13092	0.37273
GUCA1C	6	0.19526	1.3932	0.22783	0.81145	0.16357	0.39757	0.25858	1.8688	0.11996	0.70197	0.061646	0.26391
GUCA2A	6	-0.44997	-1.8771	0.038147	0.4991	0.060499	0.25177	-0.53739	-2.2531	0.019667	0.41363	0.024251	0.17436
GUCA2B	6	-0.11005	-1.1865	0.59594	0.92128	0.23543	0.47764	-0.14129	-1.5316	0.48538	0.92916	0.12562	0.36637
GUCD1	6	0.5253	2.1674	0.0031942	0.24202	0.030207	0.19968	0.44589	1.8455	0.0094	0.31667	0.064965	0.2703
GUCY1A2	6	-0.10763	-1.352	0.6057	0.92341	0.17638	0.41278	-0.068079	-0.86086	0.75802	0.97308	0.38931	0.62808
GUCY1A3	6	0.13528	1.474	0.39297	0.85965	0.14048	0.3686	0.1457	1.5963	0.36979	0.88608	0.11042	0.34491
GUCY1B3	6	-0.059923	-0.41898	0.79758	0.97545	0.67523	0.82415	-0.12033	-0.84571	0.55702	0.94554	0.39772	0.63551
GUCY2C	6	0.049011	0.55558	0.7211	0.9588	0.5785	0.7587	0.10339	1.1821	0.51248	0.93799	0.23716	0.49012
GUCY2D	6	0.41435	2.2736	0.014693	0.35487	0.022989	0.17885	0.38225	2.1095	0.025462	0.45514	0.034901	0.20439
GUCY2F	6	-0.077618	-0.73601	0.72535	0.95985	0.46173	0.67467	-0.090405	-0.86295	0.66831	0.96712	0.38817	0.62724
GUF1	6	0.38903	1.9431	0.021127	0.41187	0.051999	0.23377	0.32255	1.6216	0.055213	0.57557	0.10489	0.33592
GUK1	6	-0.39604	-1.969	0.062971	0.58517	0.048952	0.22795	-0.5071	-2.5338	0.025234	0.45143	0.011282	0.1227
GULP1	6	-0.22153	-1.4966	0.27374	0.81145	0.13448	0.36091	-0.21888	-1.4945	0.2809	0.85063	0.13506	0.37767
GUSB	6	0.32647	2.2513	0.050422	0.54532	0.024363	0.18301	0.38403	2.6609	0.024413	0.44732	0.0077929	0.10356
GXYLT1	6	0.21208	1.6878	0.19379	0.79343	0.091451	0.30361	0.2637	2.1134	0.11449	0.69715	0.034563	0.20362
GXYLT2	6	0.014479	0.10443	0.87055	0.98241	0.91683	0.95976	-0.095187	-0.69072	0.65047	0.96363	0.48974	0.70731
GYG1	6	0.2614	1.9565	0.11307	0.68889	0.0504	0.23016	0.23088	1.7355	0.16263	0.7554	0.082653	0.30144
GYG2	6	0.054679	0.65974	0.69884	0.95403	0.50942	0.7082	0.021916	0.26628	0.84627	0.97576	0.79002	0.89046
GYLTL1B	6	0.2145	1.8703	0.18919	0.78836	0.061443	0.25371	0.16068	1.4082	0.32225	0.86545	0.15907	0.4062
GYPA	6	0.28464	1.5102	0.085786	0.63342	0.131	0.35568	0.21786	1.1605	0.18777	0.78726	0.24583	0.4983
GYPB	6	0.0092247	0.060112	0.89405	0.98596	0.95207	0.9768	0.018766	0.12345	0.86046	0.97741	0.90175	0.95184
GYPC	6	-0.054778	-0.72758	0.81921	0.97749	0.46687	0.67848	-0.087202	-1.1638	0.68022	0.96883	0.2445	0.49664
GYPE	6	-0.053582	-0.46967	0.82423	0.97835	0.63859	0.7986	0.009181	0.081529	0.90281	0.98355	0.93502	0.96871
GYS1	6	-0.046243	-1.0148	0.85421	0.98093	0.31019	0.5483	-0.11479	-2.5291	0.57828	0.95201	0.011434	0.12308
GYS2	6	-0.14637	-0.94984	0.47091	0.88866	0.34219	0.57571	0.0082847	0.054385	0.90659	0.98373	0.95663	0.97927
GZF1	6	-0.10294	-1.3098	0.62259	0.9259	0.19025	0.42882	0.036269	0.46775	0.78298	0.97308	0.63997	0.8155
GZMA	6	0.1953	1.5502	0.22761	0.81145	0.1211	0.34182	0.17926	1.4319	0.27465	0.84911	0.15217	0.39843
GZMB	6	0.29964	1.8021	0.071002	0.60497	0.071537	0.271	0.33531	2.042	0.047182	0.54812	0.041152	0.21991
GZMH	6	0.097777	1.0247	0.52576	0.90183	0.30549	0.54402	0.07102	0.74773	0.63815	0.96137	0.45463	0.68096
GZMK	6	-0.058131	-0.49695	0.80543	0.97721	0.61922	0.78649	-0.0092747	-0.079939	0.98709	0.99728	0.93629	0.96951
GZMM	6	0.086732	0.90092	0.56578	0.91056	0.36763	0.59582	-0.0022363	-0.023308	0.95505	0.99152	0.9814	0.99108
H1F0	6	-0.18964	-0.94577	0.34606	0.84668	0.34427	0.57711	-0.26698	-1.3393	0.19174	0.79058	0.18048	0.43041
H1FNT	6	0.16912	1.7801	0.29058	0.81533	0.07506	0.27685	0.13256	1.4023	0.41205	0.90842	0.16082	0.40786
H1FOO	6	-0.0066955	-0.045046	0.96751	0.99521	0.96407	0.98305	0.1186	0.80742	0.45626	0.92052	0.41943	0.65301
H1FX	6	0.025304	0.32904	0.82537	0.97853	0.74212	0.86394	0.099105	1.2971	0.52736	0.94029	0.19459	0.44574
H2AFB1	6	-0.91096	-2.3074	0.0017796	0.23636	0.02103	0.17296	-0.88471	-2.2714	0.0021446	0.23039	0.02312	0.17044
H2AFB2	6	-0.033868	-0.18748	0.90897	0.98737	0.85128	0.92524	0.026168	0.14662	0.82697	0.97374	0.88343	0.94263
H2AFB3	6	-0.26957	-1.0565	0.18554	0.78657	0.29072	0.53125	0.076353	0.30599	0.61697	0.95746	0.75961	0.87251
H2AFJ	6	0.17409	1.2041	0.27803	0.81145	0.22855	0.47047	0.11919	0.82914	0.45403	0.92002	0.40703	0.64306
H2AFV	6	0.30274	2.0293	0.068446	0.59777	0.042423	0.22624	0.38048	2.571	0.026101	0.45944	0.010142	0.11719
H2AFX	6	0.0018052	0.023631	0.92758	0.98819	0.98115	0.99126	-0.093658	-1.2324	0.65572	0.96375	0.21779	0.47028
H2AFY	6	0.49225	2.0394	0.0050194	0.25581	0.041408	0.22624	0.44773	1.8632	0.0090805	0.30997	0.062439	0.26519
H2AFY2	6	-0.099117	-1.5389	0.63792	0.93368	0.12382	0.34569	-0.00022784	-0.003564	0.94524	0.99007	0.99716	0.99838
